Company;CI Name;CI Description;Domain;DNS Host Name;Priority;Region;System Role;Site Group;Manufacturer;Product Name;;Site;Tier 1;Tier 2;Tier 3;Tag Number;NbrCells;Status;CI ID;Model Version
Capita TfL GB;PCN-J005-LRN-8S;PCN-J005-LRN-8S | Sector 32 | Ticket Hall_Escalator;TFLGB-PCN-J005-LRN-8S;PCN-J005-LRN-8S;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 32;;Deployed;;
Capita TfL GB;PCN-J009-LRN-20M;PCN-J009-LRN-20M | Sector 24 | Ticket Hall_Escalator;TFLGB-PCN-J009-LRN-20M;PCN-J009-LRN-20M;Priority_5;London;LRN;Canada Water;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J009;RAN;Multi Techno;Repeater, Transcoder;Sector 24;;Deployed;;
Capita TfL GB;PCN-N135-HCU-SBDC-M2;PCN-N135-HCU-SBDC-M2 | Sector 15 | Platform 3;TFLGB-PCN-N135-HCU-SBDC-M2;PCN-N135-HCU-SBDC-M2;Priority_5;London;HCU;London Bridge;SOLiD;SOLiD HCU;Platform 3;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 15;;Deployed;;
Capita TfL GB;PCN-J007-LRN-42M;PCN-J007-LRN-42M | Sector 28 | Ticket Hall_Escalator;TFLGB-PCN-J007-LRN-42M;PCN-J007-LRN-42M;Priority_5;London;LRN;Canary Wharf;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 28;;Deployed;;
Capita TfL GB;PCN-N135-LRN-73S;PCN-N135-LRN-73S | Sector 16 | Platform 4;TFLGB-PCN-N135-LRN-73S;PCN-N135-LRN-73S;Priority_5;London;LRN;London Bridge;SOLiD;SOLiD LRN;Platform 4;TFLGB-N135;RAN;Multi Techno;Repeater, Transcoder;Sector 16;;Deployed;;
Capita TfL GB;PCN-D101-HCU-ZDC5-M;PCN-D101-HCU-ZDC5-M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-HCU-ZDC5-M;PCN-D101-HCU-ZDC5-M;Priority_5;London;HCU;Westminster;SOLiD;SOLiD HCU;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-D101-LRN-18M;PCN-D101-LRN-18M | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-18M;PCN-D101-LRN-18M;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
Capita TfL GB;PCN-J024-J-EBLO-HRN-002S;PCN-J024-J-EBLO-HRN-002S | Sector 4 | East Tunnel;TFLGB-PCN-J024-J-EBLO-HRN-002S;PCN-J024-J-EBLO-HRN-002S;Priority_5;London;HRN;Westminster;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J024;RAN;Multi Techno;Repeater, Transcoder;Sector 4;;Deployed;;
Capita TfL GB;PCN-J013-LRN-47S;PCN-J013-LRN-47S | Sector 12 | Ticket Hall_Escalator;TFLGB-PCN-J013-LRN-47S;PCN-J013-LRN-47S;Priority_5;London;LRN;Southwark;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-J013;RAN;Multi Techno;Repeater, Transcoder;Sector 12;;Deployed;;
Capita TfL GB;PCN-J012-J-EBLO-HRN-003M;PCN-J012-J-EBLO-HRN-003M | Sector 26 | East Tunnel;TFLGB-PCN-J012-J-EBLO-HRN-003M;PCN-J012-J-EBLO-HRN-003M;Priority_5;London;HRN;Canada Water;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J012;RAN;Multi Techno;Repeater, Transcoder;Sector 26;;Deployed;;
Capita TfL GB;PCN-N115-LRN-100S;PCN-N115-LRN-100S | Sector 6 | Platform 5;TFLGB-PCN-N115-LRN-100S;PCN-N115-LRN-100S;Priority_5;London;LRN;Waterloo;SOLiD;SOLiD LRN;Platform 5;TFLGB-N115;RAN;Multi Techno;Repeater, Transcoder;Sector 6;;Deployed;;
Capita TfL GB;PCN-J011-LRN-40S;PCN-J011-LRN-40S | Sector 20 | Platform 1;TFLGB-PCN-J011-LRN-40S;PCN-J011-LRN-40S;Priority_5;London;LRN;Bermondsey;SOLiD;SOLiD LRN;Platform 1;TFLGB-J011;RAN;Multi Techno;Repeater, Transcoder;Sector 20;;Deployed;;
Capita TfL GB;PCN-J008-J-EBLO-HRN-003M;PCN-J008-J-EBLO-HRN-003M | Sector 30 | East Tunnel;TFLGB-PCN-J008-J-EBLO-HRN-003M;PCN-J008-J-EBLO-HRN-003M;Priority_5;London;HRN;Canary Wharf;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J008;RAN;Multi Techno;Repeater, Transcoder;Sector 30;;Deployed;;
Capita TfL GB;PCN-J006-J-EBLO-HRN-001M;PCN-J006-J-EBLO-HRN-001M | Sector 33 | East Tunnel;TFLGB-PCN-J006-J-EBLO-HRN-001M;PCN-J006-J-EBLO-HRN-001M;Priority_5;London;HRN;North Greenwhich;SOLiD;SOLiD HRN;East Tunnel;TFLGB-J006;RAN;Multi Techno;Repeater, Transcoder;Sector 33;;Deployed;;
Capita TfL GB;PCN-J007-HCU-ZDC4-S;PCN-J007-HCU-ZDC4-S | Sector 27 | Platform 1;TFLGB-PCN-J007-HCU-ZDC4-S;PCN-J007-HCU-ZDC4-S;Priority_5;London;HCU;Canary Wharf;SOLiD;SOLiD HCU;Platform 1;TFLGB-J007;RAN;Multi Techno;Repeater, Transcoder;Sector 27;;Deployed;;
Capita TfL GB;PCN-J022-J-WBLO-HRN-001S;PCN-J022-J-WBLO-HRN-001S | Sector 13 | West Tunnel;TFLGB-PCN-J022-J-WBLO-HRN-001S;PCN-J022-J-WBLO-HRN-001S;Priority_5;London;HRN;Waterloo;SOLiD;SOLiD HRN;West Tunnel;TFLGB-J022;RAN;Multi Techno;Repeater, Transcoder;Sector 13;;Deployed;;
Capita TfL GB;PCN-J005-LRN-65M;PCN-J005-LRN-65M | Sector 31 | Platform;TFLGB-PCN-J005-LRN-65M;PCN-J005-LRN-65M;Priority_5;London;LRN;North Greenwhich;SOLiD;SOLiD LRN;Platform;TFLGB-J005;RAN;Multi Techno;Repeater, Transcoder;Sector 31;;Deployed;;
Capita TfL GB;PCN-D101-LRN-53S;PCN-D101-LRN-53S | Sector 3 | Ticket Hall_Escalator;TFLGB-PCN-D101-LRN-53S;PCN-D101-LRN-53S;Priority_5;London;LRN;Westminster;SOLiD;SOLiD LRN;Ticket Hall_Escalator;TFLGB-D101;RAN;Multi Techno;Repeater, Transcoder;Sector 3;;Deployed;;
